CITY,METRO ID,DAY,ON,OFF,TOTAL,POPULATION (2020),BOARDINGS PER CAPITA,EXITS PER CAPITA,TOTAL PER CAPITA
East Richmond Heights,1,Saturday,0,0,0,3460,0.0,0.0,0.0
Berkeley,2,Weekday,20422.5567079923,20543.9198311678,40966.4765391601,124321,0.1642727834234948,0.16524899116937444,0.3295217745928693
Berkeley,2,Saturday,13698.1239108115,13745.4000041625,27443.5239149739,124321,0.11018350810250481,0.11056378249983913,0.22074729060234313
Berkeley,2,Sunday,11741.8453359076,11902.262929146,23644.1082650536,124321,0.09444780315399329,0.09573815308070237,0.19018595623469567
Milpitas,4,Weekday,253.866736205605,264.331330676732,518.198066882337,80273,0.0031625420278998543,0.003292904596523514,0.006455446624423368
Milpitas,4,Saturday,192.787562437563,192.29030969031,385.077872127872,80273,0.00240164890358605,0.002395454383046728,0.004797103286632766
Milpitas,4,Sunday,181.811888111888,186.006926406926,367.818814518815,80273,0.0022649195633885366,0.0023171792060459433,0.004582098769434492
Albany,2,Weekday,1315.91471074934,1201.14777771023,2517.06248845957,20271,0.0649161220832391,0.05925449053871195,0.12417061262195106
Albany,2,Saturday,699.016823027235,692.389267907153,1391.40609093439,20271,0.034483588526823296,0.03415664091101342,0.0686402294378368
Albany,2,Sunday,561.948526164774,590.868068374706,1152.81659453948,20271,0.02772179597280716,0.02914844202923911,0.056870238002046276
Fremont,4,Weekday,5346.4627594803,5445.81057256553,10792.2733320458,230504,0.02319466369121707,0.023625666246857017,0.04682032993807395
Fremont,4,Saturday,2359.75665107505,2398.37086496828,4758.12751604334,230504,0.010237378314801695,0.010404899112242216,0.020642277427043956
Fremont,4,Sunday,1986.09840244641,2031.77825230328,4017.87665474969,230504,0.00861632944524351,0.008814503229025439,0.01743083267426895
Contra Costa Centre,0,Weekday,13.2679487179487,0,13.2679487179487,6808,0.0019488761336587397,0.0,0.0019488761336587397
Contra Costa Centre,0,Sunday,0,0,0,6808,0.0,0.0,0.0
Contra Costa Centre,0,Saturday,0,0,0,6808,0.0,0.0,0.0
Alameda,2,Weekday,4947.33990153978,5117.10956429563,10064.4494658354,78280,0.06320056082702837,0.06536930971251444,0.12856987053954266
Alameda,2,Saturday,3006.50654734157,3091.18625763129,6097.69280497285,78280,0.03840708415101648,0.03948883824260718,0.07789592239362353
Alameda,2,Sunday,2471.72092907086,2586.16747141752,5057.88840048839,78280,0.03157538233355723,0.033037397437628006,0.06461277977118536
Stanford,0,Weekday,109.99659153986,78.5391018119869,188.535693351847,21150,0.00520078446996974,0.0037134327097866145,0.00891421717975636
Stanford,0,Sunday,0,0,0,21150,0.0,0.0,0.0
Stanford,0,Saturday,0,0,0,21150,0.0,0.0,0.0
Dublin,0,Weekday,9.61363636363636,0,9.61363636363636,72589,0.00013243930021954235,0.0,0.00013243930021954235
Dublin,0,Sunday,0,0,0,72589,0.0,0.0,0.0
Dublin,0,Saturday,0,0,0,72589,0.0,0.0,0.0
Emeryville,2,Weekday,2252.27468777527,2416.04319728344,4668.31788505871,12905,0.17452729080009843,0.1872176053687284,0.3617448961688268
Emeryville,2,Saturday,2037.27229478909,2144.38728318036,4181.65957796945,12905,0.15786689614793414,0.1661671664610895,0.3240340626090236
Emeryville,2,Sunday,1790.72014753387,1816.74349115797,3607.46363869185,12905,0.13876173169576675,0.14077826355350406,0.2795399952492716
Palo Alto,0,Weekday,1.85947461111645,1.0437661233947,2.90324073451115,68572,2.7117112102847372e-05,1.5221462453985591e-05,4.2338574556832965e-05
Palo Alto,0,Sunday,0,0,0,68572,0.0,0.0,0.0
Palo Alto,0,Saturday,0,0,0,68572,0.0,0.0,0.0
Kensington,1,Weekday,87.1452939419953,86.6284661632107,173.773760105206,5428,0.0160547704388348,0.015959555299043977,0.032014325737878775
Kensington,1,Saturday,10.1859473859474,11.6006493506494,21.7865967365967,5428,0.0018765562612283347,0.0021371866895079955,0.0040137429507363116
Kensington,1,Sunday,9.99891774891775,12.4385447885458,22.4374625374635,5428,0.0018420998063592023,0.0022915520981108693,0.0041336519044700626
Piedmont,2,Weekday,324.540449862549,340.882297818405,665.422747680953,11270,0.028796845595612155,0.03024687647013354,0.0590437220657456
Piedmont,2,Saturday,126.30954045954,118.906920856921,245.216461316461,11270,0.011207590102887311,0.01055074719227338,0.02175833729516069
Piedmont,2,Sunday,108.372673160172,103.726606726607,212.099279886779,11270,0.0096160313363063,0.009203780543620851,0.01881981187992715
all,0,Weekday,116938.010895986,117824.837305079,234762.848201065,,,,
all,0,Saturday,73114.067973544,73439.5661876192,146553.634161163,,,,
all,0,Sunday,62846.3652833532,63176.5262084316,126022.891491785,,,,
