LINE NAME,LINE CODE,DIRECTION,DAY,BOARDINGS,DEBOARDINGS
212,212,Southbound,Sunday,310.9406482406485,318.35557220557456
216,216,Southbound,Sunday,107.52282717282718,110.56417748917752
217,217,Northbound,Sunday,257.4917582417583,257.5879120879122
217,217,Southbound,Sunday,261.14540459540456,260.4881895881892
232,232,Northbound,Sunday,99.73388278388272,98.54297924297938
232,232,Southbound,Sunday,149.95527250526527,150.57490842490847
251,251,Southbound,Sunday,42.56391941391941,42.76153846153847
376,376,Northbound,Sunday,79.62829115329116,78.41000388500387
376,376,Southbound,Sunday,34.762028958313785,43.1585137085137
800,800,Eastbound,Sunday,181.31576479076466,181.82059884559885
800,800,Westbound,Sunday,138.19217808335458,155.4036244800951
801,801,Northbound,Sunday,130.5729076479148,128.30728715728708
801,801,Southbound,Sunday,155.0180375180374,154.81703851703855
802,802,Northbound,Sunday,26.811489508083937,28.057641038871672
802,802,Southbound,Sunday,18.775213675213664,18.722222222222214
805,805,Eastbound,Sunday,72.72867680770493,89.5381473598866
840,840,Northbound,Sunday,30.391025641025617,29.916666666666657
840,840,Southbound,Sunday,26.47239427239424,26.24801864801861
851,851,Northbound,Sunday,59.09166666666667,55.6083333333333
851,851,Southbound,Sunday,24.35,23.874206349206347
40L,40,Northbound,Sunday,1322.0203255078259,1325.8913808413813
40L,40,Southbound,Sunday,1394.8023532023535,1395.1271450771626
51A,511,Northbound,Sunday,1500.1055250305005,1501.6784687534675
51A,511,Southbound,Sunday,1430.1313325563328,1434.8734501609113
51B,512,Northbound,Sunday,3242.7249639249562,3218.5111832611847
51B,512,Southbound,Sunday,3500.7782861144674,3531.788636436475
52L,52,Northbound,Sunday,478.9775835275717,530.2846348096349
52L,52,Southbound,Sunday,892.6037971245638,847.1725973429063
72M,721,Northbound,Sunday,915.5291874791877,917.5189782439903
72M,721,Southbound,Sunday,1009.5201853701853,1009.789857364858
72R,372,Northbound,Sunday,1184.4498806748804,1185.6502414252416
72R,372,Southbound,Sunday,1216.8958041958033,1215.7583860583854
F,106,Eastbound,Sunday,588.8111670902274,617.2387447661747
F,106,Westbound,Sunday,1019.8474747474746,1017.3484848484852
NL,124,Eastbound,Sunday,486.83434898434945,483.80379620379654
NL,124,Westbound,Sunday,480.24719169719145,479.41827616827595
O,1250,Eastbound,Sunday,307.9513569763603,309.3496475746476
O,1250,Westbound,Sunday,298.6693639693641,296.93870018869995
